cocktail, vector
[{'name': 'Light rum', 'measure': '3/4 oz'}, {'name': 'Brandy', 'measure': '3/4 oz'}, {'name': 'Triple sec', 'measure': '3/4 oz'}, {'name': 'Lime', 'measure': 'Juice of 1/2'}], 47
[{'name': 'Blended whiskey', 'measure': '2 oz'}, {'name': 'Lemon', 'measure': 'Juice of 1/2'}, {'name': 'Powdered sugar', 'measure': '1 tsp'}, {'name': 'Egg white', 'measure': '1'}, {'name': 'Lemon', 'measure': '1 slice'}, {'name': 'Cherry', 'measure': '1'}], 48
[{'name': 'Bitters', 'measure': '3 dashes'}, {'name': 'Water', 'measure': '1 tsp'}, {'name': 'Sugar', 'measure': '1'}, {'name': 'Bourbon', 'measure': '3 oz'}, {'name': 'Orange', 'measure': '1'}, {'name': 'Maraschino cherry', 'measure': '1'}], 49
[{'name': 'Sugar', 'measure': '1 tsp superfine'}, {'name': 'Water', 'measure': '2 tsp'}, {'name': 'Lemon juice', 'measure': '1 oz'}, {'name': 'Bourbon', 'measure': '2 oz'}, {'name': 'Lemon peel', 'measure': '1 twist of'}], 50
[{'name': 'Bourbon', 'measure': '2 oz'}, {'name': 'Lemon juice', 'measure': '1 oz'}, {'name': 'Sugar', 'measure': '1/2 tsp superfine'}, {'name': 'Orange', 'measure': '1'}, {'name': 'Maraschino cherry', 'measure': '1'}], 51
[{'name': 'Gin', 'measure': '1 1/2 oz'}, {'name': 'Triple sec', 'measure': '1 oz'}, {'name': 'Lemon juice', 'measure': '1 tsp'}, {'name': 'Grenadine', 'measure': '1/2 tsp'}, {'name': 'Egg white', 'measure': '1'}], 52
[{'name': 'Sugar', 'measure': '1 tsp superfine'}, {'name': 'Club soda', 'measure': '3 oz'}, {'name': 'Lemon', 'measure': '1'}, {'name': 'Brandy', 'measure': '2 oz'}, {'name': 'Maraschino cherry', 'measure': '1'}, {'name': 'Orange', 'measure': '1'}], 53
[{'name': 'Brandy', 'measure': '2 oz'}, {'name': 'Egg', 'measure': '1 whole'}, {'name': 'Sugar', 'measure': '1 tsp superfine'}, {'name': 'Light cream', 'measure': '1/2 oz'}, {'name': 'Nutmeg', 'measure': '1/8 tsp grated'}], 54
[{'name': 'Brandy', 'measure': '2 oz'}, {'name': 'Lemon', 'measure': 'Juice of 1/2'}, {'name': 'Powdered sugar', 'measure': '1/2 tsp'}, {'name': 'Lemon', 'measure': '1/2 slice'}, {'name': 'Cherry', 'measure': '1'}], 55
[{'name': 'Sugar', 'measure': '2 tsp'}, {'name': 'Lime', 'measure': '1'}, {'name': 'Cachaca', 'measure': '2 1/2 oz'}], 56
[{'name': 'Blended whiskey', 'measure': '2 oz'}, {'name': 'Lemon', 'measure': 'Juice of 1'}, {'name': 'Lime', 'measure': 'Juice of 1'}, {'name': 'Powdered sugar', 'measure': '1 tblsp'}, {'name': 'Grenadine', 'measure': '1/4 tsp'}, {'name': 'Carbonated water', 'measure': ''}], 57
[{'name': 'Light rum', 'measure': '2 oz'}, {'name': 'Triple sec', 'measure': '1 1/2 tsp'}, {'name': 'Lime juice', 'measure': '1 1/2 tsp'}, {'name': 'Maraschino liqueur', 'measure': '1 1/2 tsp'}], 58
[{'name': 'Gin', 'measure': '2 oz'}, {'name': 'Lemon juice', 'measure': '1/2 oz'}, {'name': 'Maraschino liqueur', 'measure': '1 tsp'}, {'name': 'Orange bitters', 'measure': '1 dash'}, {'name': 'Egg yolk', 'measure': '1'}], 59
[{'name': 'Champagne', 'measure': 'Chilled'}, {'name': 'Sugar', 'measure': '1 piece'}, {'name': 'Bitters', 'measure': '2 dashes'}, {'name': 'Lemon peel', 'measure': '1 twist of'}, {'name': 'Cognac', 'measure': '1 dash'}], 60
[{'name': 'Light rum', 'measure': '1 1/4 oz'}, {'name': 'Cherry brandy', 'measure': '1 1/2 tsp'}, {'name': 'Light cream', 'measure': '1 tblsp'}], 61
[{'name': 'Light rum', 'measure': '1 oz'}, {'name': 'Port', 'measure': '1 oz'}, {'name': 'Lemon', 'measure': 'Juice of 1/2'}, {'name': 'Powdered sugar', 'measure': '1 tsp'}, {'name': 'Egg white', 'measure': '1'}, {'name': 'Carbonated water', 'measure': ''}], 62
[{'name': 'Kahlua', 'measure': '1 oz'}, {'name': 'Vodka', 'measure': '1/2 oz'}, {'name': 'Chocolate ice-cream', 'measure': '5 oz'}], 63
[{'name': 'Brandy', 'measure': '2 oz'}, {'name': 'Triple sec', 'measure': '1/2 oz'}, {'name': 'Lemon juice', 'measure': '1 tblsp'}], 64
[{'name': 'Sweet Vermouth', 'measure': '1 oz'}, {'name': 'Sloe gin', 'measure': '1/2 oz'}, {'name': 'Wine', 'measure': '1/2 oz Muscatel'}], 65
[{'name': 'Light rum', 'measure': '2 oz'}, {'name': 'Lime', 'measure': 'Juice of 1/2'}, {'name': 'Coca-Cola', 'measure': None}], 66
[{'name': 'Light rum', 'measure': '1 1/2 oz'}, {'name': 'Lime', 'measure': 'Juice of 1/2'}, {'name': 'Powdered sugar', 'measure': '1 tsp'}], 67
[{'name': 'Gin', 'measure': '1 1/2 oz'}, {'name': 'Ginger ale', 'measure': '4 oz'}, {'name': 'Lime', 'measure': '1'}], 68
[{'name': 'Scotch', 'measure': '2 1/2 oz'}, {'name': 'Dry Vermouth', 'measure': '1 1/2 tsp'}, {'name': 'Lemon peel', 'measure': '1 twist of'}], 69
[{'name': 'Dubonnet Rouge', 'measure': '1 1/2 oz'}, {'name': 'Gin', 'measure': '3/4 oz'}, {'name': 'Bitters', 'measure': '1 dash'}, {'name': 'Lemon peel', 'measure': '1 twist of'}], 70
[{'name': 'Brandy', 'measure': '3/4 oz'}, {'name': 'Gin', 'measure': '3/4 oz'}, {'name': 'Sweet Vermouth', 'measure': '3/4 oz'}, {'name': 'Carbonated water', 'measure': ''}, {'name': 'Lemon peel', 'measure': ''}], 71
[{'name': 'Apricot brandy', 'measure': '3/4 oz'}, {'name': 'Gin', 'measure': '1 1/2 oz'}, {'name': 'Dry Vermouth', 'measure': '3/4 oz'}, {'name': 'Grenadine', 'measure': '1 tsp'}, {'name': 'Lemon juice', 'measure': '1/4 tsp'}, {'name': 'Cherry', 'measure': '1'}], 72
[{'name': 'Gin', 'measure': '2 oz'}, {'name': 'Triple sec', 'measure': '1/2 oz'}], 73
[{'name': 'Scotch', 'measure': '1 oz'}, {'name': 'Sweet Vermouth', 'measure': '1 oz'}, {'name': 'Bitters', 'measure': '1 dash'}, {'name': 'Sugar syrup', 'measure': '1/4 tsp'}], 74
[{'name': 'Amaretto', 'measure': '1/2 oz'}, {'name': 'Creme de Cacao', 'measure': '1/2 oz'}, {'name': 'Light cream', 'measure': '2 oz'}], 75
[{'name': 'Gin', 'measure': '1 1/2 oz'}, {'name': 'Sugar', 'measure': '2 tsp superfine'}, {'name': 'Lemon juice', 'measure': '1 1/2 oz'}, {'name': 'Champagne', 'measure': '4 oz Chilled'}, {'name': 'Orange', 'measure': '1'}, {'name': 'Maraschino cherry', 'measure': '1'}], 76
[{'name': 'Blended whiskey', 'measure': '2 oz'}, {'name': 'Benedictine', 'measure': '1/2 oz'}, {'name': 'Lemon', 'measure': 'Juice of 1/4'}, {'name': 'Lime', 'measure': 'Juice of 1/2'}, {'name': 'Lemon', 'measure': '1 slice'}, {'name': 'Lime', 'measure': '1 slice'}], 77
[{'name': 'Light rum', 'measure': '1 1/2 oz'}, {'name': 'Triple sec', 'measure': '1 tblsp'}, {'name': 'Lime juice', 'measure': '1 1/2 oz'}, {'name': 'Sugar', 'measure': '1 tsp'}, {'name': 'Cherry', 'measure': '1'}, {'name': 'Ice', 'measure': '1 cup crushed'}], 78
[{'name': 'Light rum', 'measure': '2 oz'}, {'name': 'Lime juice', 'measure': '1 tblsp'}, {'name': 'Mint', 'measure': '6'}, {'name': 'Sugar', 'measure': '1 tsp'}], 79
[{'name': 'Light rum', 'measure': '1 1/2 oz'}, {'name': 'Pineapple', 'measure': '4 chunks'}, {'name': 'Lime juice', 'measure': '1 tblsp'}, {'name': 'Sugar', 'measure': '1/2 tsp'}], 80
[{'name': 'Gin', 'measure': '1 1/2 oz'}, {'name': 'Brandy', 'measure': '1 oz'}, {'name': 'Sweet Vermouth', 'measure': '1 oz'}, {'name': 'Club soda', 'measure': '1 oz'}], 81
[{'name': 'Gin', 'measure': '2 oz'}, {'name': 'Tonic water', 'measure': '5 oz'}, {'name': 'Lime', 'measure': '1'}], 82
[{'name': 'Gin', 'measure': '2 oz'}, {'name': 'Carbonated water', 'measure': ''}, {'name': 'Powdered sugar', 'measure': ''}, {'name': 'Orange spiral', 'measure': ''}, {'name': 'Lemon peel', 'measure': ''}], 83
[{'name': 'Gin', 'measure': '2 oz'}, {'name': 'Lemon juice', 'measure': '1 oz'}, {'name': 'Sugar', 'measure': '1/2 tsp superfine'}, {'name': 'Grenadine', 'measure': '1/2 tsp'}, {'name': 'Maraschino cherry', 'measure': '1'}, {'name': 'Orange', 'measure': '1'}], 84
[{'name': 'Gin', 'measure': '2 oz'}, {'name': 'Lemon', 'measure': 'Juice of 1/2'}, {'name': 'Powdered sugar', 'measure': '1 tsp'}, {'name': 'Carbonated water', 'measure': None}], 85
[{'name': 'Gin', 'measure': '2 oz'}, {'name': 'Lemon', 'measure': 'Juice of 1/2'}, {'name': 'Powdered sugar', 'measure': '1 tsp'}, {'name': 'Water', 'measure': '1 tsp'}, {'name': 'Orange peel', 'measure': 'Twist of'}], 86
[{'name': 'Gin', 'measure': '2 oz'}, {'name': 'Carbonated water', 'measure': '1 oz'}, {'name': 'Sugar', 'measure': '1 cube'}, {'name': 'Mint', 'measure': '4'}, {'name': 'Orange', 'measure': '1 slice'}, {'name': 'Cherry', 'measure': '1'}], 87
[{'name': 'Gin', 'measure': '2 oz'}, {'name': 'Lemon juice', 'measure': '1 oz'}, {'name': 'Sugar', 'measure': '1/2 tsp superfine'}, {'name': 'Orange', 'measure': '1'}, {'name': 'Maraschino cherry', 'measure': '1'}], 88
[{'name': 'Gin', 'measure': '1 1/2 oz'}, {'name': 'Grenadine', 'measure': '1 tsp'}, {'name': 'Powdered sugar', 'measure': '1 tblsp'}, {'name': 'Pineapple', 'measure': '3 chunks'}, {'name': 'Strawberries', 'measure': '2'}, {'name': 'Carbonated water', 'measure': ''}], 89
[{'name': 'Lime juice', 'measure': '1 1/2 oz'}, {'name': 'Sugar', 'measure': '1 tsp superfine'}, {'name': 'Gin', 'measure': '2 oz'}, {'name': 'Bitters', 'measure': '1 dash'}, {'name': 'Club soda', 'measure': '3 oz'}], 90
[{'name': 'Gin', 'measure': '2 oz'}, {'name': 'Water', 'measure': '2 tsp'}, {'name': 'Powdered sugar', 'measure': '1/2 tsp'}, {'name': 'Lemon peel', 'measure': '1 twist of'}], 91
[{'name': 'Vodka', 'measure': '1 oz'}, {'name': 'Amaretto', 'measure': '1 oz'}, {'name': 'Heavy cream', 'measure': '1 oz'}], 92
[{'name': 'Scotch', 'measure': '1 1/2 oz'}, {'name': 'Amaretto', 'measure': '3/4 oz'}], 93
[{'name': 'Vodka', 'measure': '1 1/2 oz'}, {'name': 'Amaretto', 'measure': '3/4 oz'}], 94
[{'name': 'Gin', 'measure': '1 1/2 oz'}, {'name': 'Triple sec', 'measure': '1 oz'}, {'name': 'Pineapple juice', 'measure': '1 oz'}, {'name': 'Grenadine', 'measure': '1/2 tsp'}, {'name': 'Pineapple', 'measure': '1'}], 95
[{'name': 'Vodka', 'measure': '1 oz'}, {'name': 'Galliano', 'measure': '1/2 oz'}, {'name': 'Orange juice', 'measure': '4 oz'}], 96
[{'name': 'Light rum', 'measure': '1 oz'}, {'name': 'Pineapple juice', 'measure': '1 oz'}, {'name': 'Lemon juice', 'measure': '1 tsp'}], 97
[{'name': 'Gin', 'measure': '2 oz'}, {'name': 'Triple sec', 'measure': '1/2 oz'}, {'name': 'Pineapple juice', 'measure': '1 tblsp'}], 98
[{'name': 'Scotch', 'measure': '1 1/2 oz'}, {'name': 'Sweet Vermouth', 'measure': '3/4 oz'}, {'name': 'Orange bitters', 'measure': '2 dashes'}, {'name': 'Olive', 'measure': '1'}], 99
[{'name': 'Light rum', 'measure': '1/2 oz'}, {'name': 'Blended whiskey', 'measure': '1 1/2 oz'}, {'name': 'Lemon', 'measure': 'Juice of 1/2'}, {'name': 'Powdered sugar', 'measure': '1 tsp'}, {'name': 'Carbonated water', 'measure': ''}], 100
[{'name': 'Irish whiskey', 'measure': '1 oz'}, {'name': 'Peach brandy', 'measure': '1/2 oz'}, {'name': 'Orange juice', 'measure': '1 oz'}, {'name': 'Sweet and sour', 'measure': '1 oz'}, {'name': 'Orange', 'measure': '1 slice'}, {'name': 'Cherry', 'measure': '1'}], 101
[{'name': 'Apple brandy', 'measure': '1 1/2 oz'}, {'name': 'Grenadine', 'measure': '1 tsp'}, {'name': 'Lime', 'measure': 'Juice of 1/2'}], 102
[{'name': 'Blended whiskey', 'measure': '1 1/2 oz'}, {'name': 'Lemon', 'measure': 'Juice of 1/2'}, {'name': 'Powdered sugar', 'measure': '1 tsp'}, {'name': 'Port', 'measure': '1 tblsp'}, {'name': 'Egg white', 'measure': '1'}, {'name': 'Carbonated water', 'measure': ''}], 103
[{'name': 'Gin', 'measure': '1 1/2 oz'}, {'name': 'Green Chartreuse', 'measure': '1/2 oz'}, {'name': 'Yellow Chartreuse', 'measure': '1/2 oz'}], 104
[{'name': 'Bourbon', 'measure': '2 oz'}, {'name': 'Lemon juice', 'measure': '1 oz'}, {'name': 'Sugar', 'measure': '1 tsp superfine'}, {'name': 'Club soda', 'measure': '3 oz'}, {'name': 'Maraschino cherry', 'measure': '1'}, {'name': 'Orange', 'measure': '1'}], 105
[{'name': 'Vodka', 'measure': '1 oz'}, {'name': 'Triple sec', 'measure': '1 oz'}, {'name': 'Lime juice', 'measure': '1 oz'}], 106
[{'name': 'Bourbon', 'measure': '2 oz'}, {'name': 'Benedictine', 'measure': '1/2 oz'}], 107
[{'name': 'Bourbon', 'measure': '3 oz'}, {'name': 'Benedictine', 'measure': '1/2 oz'}, {'name': 'Lemon peel', 'measure': '1 twist of'}], 108
[{'name': 'Gin', 'measure': '2 oz'}, {'name': 'Light cream', 'measure': '2 tsp'}, {'name': 'Powdered sugar', 'measure': '1 tsp'}, {'name': 'Lemon', 'measure': 'Juice of 1/2'}, {'name': 'Egg white', 'measure': '1'}, {'name': 'Carbonated water', 'measure': ''}], 109
[{'name': 'Scotch', 'measure': '2 oz'}, {'name': 'Drambuie', 'measure': '1/2 oz'}, {'name': 'Dry Vermouth', 'measure': '1/2 oz'}, {'name': 'Lemon peel', 'measure': '1 twist of'}], 110
[{'name': 'Gin', 'measure': '1 1/2 oz'}, {'name': 'Maraschino liqueur', 'measure': '1/2 oz'}, {'name': 'Orange bitters', 'measure': '2 dashes'}], 111
[{'name': 'Sweet Vermouth', 'measure': '3/4 oz'}, {'name': 'Gin', 'measure': '1 1/2 oz'}], 112
[{'name': 'Carbonated water', 'measure': ''}, {'name': 'Gin', 'measure': ''}, {'name': 'Dry Vermouth', 'measure': ''}, {'name': 'Powdered sugar', 'measure': ''}, {'name': 'Orange spiral', 'measure': ''}, {'name': 'Lemon peel', 'measure': ''}], 113
[{'name': 'Vodka', 'measure': '1/2 oz'}, {'name': 'Light rum', 'measure': '1/2 oz'}, {'name': 'Gin', 'measure': '1/2 oz'}, {'name': 'Tequila', 'measure': '1/2 oz'}, {'name': 'Lemon', 'measure': 'Juice of 1/2'}, {'name': 'Coca-Cola', 'measure': '1 splash'}], 114
[{'name': 'Dark rum', 'measure': '1 1/2 oz'}, {'name': 'Tia maria', 'measure': '1/2 oz'}], 115
[{'name': 'Light rum', 'measure': '1 oz'}, {'name': 'Orgeat syrup', 'measure': '1/2 oz'}, {'name': 'Triple sec', 'measure': '1/2 oz'}, {'name': 'Sweet and sour', 'measure': '1 1/2 oz'}, {'name': 'Cherry', 'measure': '1'}], 116
[{'name': 'Gin', 'measure': '1 oz'}, {'name': 'Dry Vermouth', 'measure': '1 oz'}, {'name': 'Triple sec', 'measure': '1/4 tsp'}, {'name': 'Orange bitters', 'measure': '1 dash'}, {'name': 'Cherry', 'measure': '1'}], 117
[{'name': 'Gin', 'measure': '1 2/3 oz'}, {'name': 'Dry Vermouth', 'measure': '1/3 oz'}, {'name': 'Olive', 'measure': '1'}], 118
[{'name': 'Bourbon', 'measure': '2 oz'}, {'name': 'Dark rum', 'measure': '1 oz'}, {'name': 'Heavy cream', 'measure': '1/2 oz'}], 119
[{'name': 'Brandy', 'measure': '1 oz'}, {'name': 'Light rum', 'measure': '1/2 oz'}, {'name': 'Bourbon', 'measure': '1/2 oz'}, {'name': 'Lemon', 'measure': 'Juice of 1/2'}, {'name': 'Powdered sugar', 'measure': '1 tblsp'}, {'name': 'Carbonated water', 'measure': ''}], 120
[{'name': 'Light rum', 'measure': '1 1/2 oz'}, {'name': 'Grapefruit juice', 'measure': '3 oz'}, {'name': 'Bitters', 'measure': '1 dash'}], 121
[{'name': 'Blended whiskey', 'measure': '2 oz'}, {'name': 'Lemon', 'measure': 'Juice of 1/2'}, {'name': 'Sugar', 'measure': '1 tsp'}, {'name': 'Red wine', 'measure': '(Claret)'}, {'name': 'Lemon', 'measure': ''}, {'name': 'Cherry', 'measure': ''}], 122
[{'name': 'Cherry brandy', 'measure': '1/2 oz'}, {'name': 'Gin', 'measure': '1 1/2 oz'}, {'name': 'Orange juice', 'measure': '4 oz'}, {'name': 'Ginger ale', 'measure': ''}], 123
[{'name': 'Creme de Cacao', 'measure': '1/2 oz white'}, {'name': 'Amaretto', 'measure': '1/2 oz'}, {'name': 'Triple sec', 'measure': '1/2 oz'}, {'name': 'Vodka', 'measure': '1/2 oz'}, {'name': 'Light cream', 'measure': '1 oz'}], 124
[{'name': 'Bitters', 'measure': '3 dashes'}, {'name': 'Gin', 'measure': '2 oz'}], 125
[{'name': 'Gin', 'measure': '1 1/2 oz'}, {'name': 'Grenadine', 'measure': '1 tsp'}, {'name': 'Light cream', 'measure': '1 tsp'}, {'name': 'Egg white', 'measure': '1'}], 126
